,price,kms_driven,owner,age,power,brand
6911,25000,50000,Second Owner,7,150,Hero
6912,51000,24675,First Owner,5,150,Bajaj
6913,49000,4583,First Owner,4,150,Suzuki
6914,30000,51751,First Owner,4,125,Honda
6915,55000,20265,First Owner,7,150,Yamaha
6916,152500,12280,First Owner,4,390,KTM
6917,139300,19000,First Owner,5,535,Royal Enfield
6918,38000,21000,First Owner,9,150,Hero
6919,18000,19864,Second Owner,9,150,Hero
6920,47000,8533,First Owner,3,150,Bajaj
6921,58700,19500,First Owner,9,150,Yamaha
6922,43500,17500,First Owner,5,150,Bajaj
6923,40000,46507,First Owner,9,200,Bajaj
6924,45000,45000,First Owner,7,180,Bajaj
6925,65000,23000,First Owner,5,220,Bajaj
6926,65000,25533,First Owner,5,160,Honda
6927,70000,13241,First Owner,4,200,Bajaj
6928,115000,24322,First Owner,6,390,KTM
6929,23000,31477,First Owner,11,150,Bajaj
6930,100000,18992,First Owner,5,200,Bajaj
6931,500000,5989,First Owner,4,650,Kawasaki
6971,22980,20000,First Owner,8,125,TVS
6972,28980,20000,First Owner,6,110,TVS
6973,75000,6668,First Owner,4,160,TVS
6975,14000,8188,First Owner,11,150,Hero
6976,135000,12000,First Owner,3,350,Royal Enfield
6977,37000,16462,First Owner,7,100,Hero
6978,25989,20000,First Owner,12,150,Hero
6979,24000,26590,First Owner,9,100,Hero
6980,56000,6539,First Owner,3,160,TVS
6981,56000,1168,First Owner,2,110,Hero
6982,130000,3734,First Owner,3,350,Royal Enfield
6983,150000,37326,First Owner,5,390,KTM
6984,125000,51137,First Owner,7,390,KTM
6985,90000,43740,Fourth Owner Or More,7,350,Royal Enfield
6986,95000,32182,Second Owner,9,350,Royal Enfield
6987,45000,32119,First Owner,6,150,Yamaha
6988,65000,9200,First Owner,4,200,TVS
6989,118000,23000,First Owner,6,350,Royal Enfield
6990,55000,10000,First Owner,8,150,Yamaha
6991,60000,26359,First Owner,4,220,Bajaj
6992,80000,3509,First Owner,2,160,Bajaj
6993,45900,43599,First Owner,4,150,Suzuki
6994,70000,9707,First Owner,5,180,TVS
6995,94900,60000,First Owner,7,350,Royal Enfield
6996,90000,61129,First Owner,5,350,Royal Enfield
6997,48800,10000,First Owner,3,100,Hero
6998,42985,6000,First Owner,3,110,TVS
7016,72000,13637,First Owner,4,200,TVS
7017,103000,11996,First Owner,3,150,Yamaha
7018,118000,17000,First Owner,5,500,Royal Enfield
7019,135000,10779,First Owner,2,350,Royal Enfield
7020,60000,5195,First Owner,4,220,Bajaj
7021,66000,2981,First Owner,4,220,Bajaj
7022,150000,12000,First Owner,4,410,Royal Enfield
7023,40500,21587,First Owner,5,150,Bajaj
7024,215900,3900,Second Owner,2,390,KTM
7025,55000,8728,First Owner,3,150,Suzuki
7026,51426,3622,Second Owner,12,350,Royal Enfield
7034,43198,50000,First Owner,7,223,Hero
7035,150000,19000,First Owner,5,390,KTM
7036,185000,8900,First Owner,5,390,KTM
7037,214000,19000,First Owner,3,390,KTM
7038,35000,60000,Fourth Owner Or More,18,350,Royal Enfield
7044,35000,12000,First Owner,8,150,Hero
7045,18000,9213,First Owner,9,150,Honda
7046,75000,43678,First Owner,7,350,Royal Enfield
7047,100000,18000,First Owner,4,350,Royal Enfield
7048,58500,15500,Second Owner,4,150,Suzuki
7049,48000,23000,First Owner,3,110,Hero
7050,16000,51700,First Owner,10,150,Honda
7051,46000,10000,First Owner,3,100,Hero
7052,15000,67945,First Owner,11,100,Bajaj
7053,27000,36000,Third Owner,11,110,Honda
7054,50000,65000,First Owner,17,350,Royal Enfield
7055,46000,6222,First Owner,2,100,TVS
7056,35000,59835,First Owner,6,150,Suzuki
7057,32000,2820,First Owner,5,100,Hero
7058,153300,1500,First Owner,5,410,Royal Enfield
7061,22000,10835,First Owner,10,125,Honda
7062,17500,92000,First Owner,10,150,Bajaj
7063,34500,26476,First Owner,5,150,Bajaj
7064,1100000,24000,First Owner,4,107,Harley-Davidson
7065,87000,27500,First Owner,6,350,Royal Enfield
7069,22999,41000,Second Owner,11,135,Bajaj
7089,54000,20000,First Owner,7,200,Bajaj
7090,30000,21062,First Owner,6,100,Hero
7092,28000,27212,First Owner,7,100,Bajaj
7093,164200,1600,First Owner,4,400,Bajaj
7094,13700,52000,Second Owner,16,223,Hero
7096,22000,25536,First Owner,9,150,Hero
7097,38000,23765,First Owner,6,150,Suzuki
7100,40000,43500,First Owner,11,180,Bajaj
7101,445600,10741,First Owner,5,750,Harley-Davidson
7102,135000,21900,First Owner,3,400,Bajaj
7103,34200,4000,First Owner,5,100,Bajaj
7104,180000,9382,First Owner,5,390,KTM
7105,32000,17529,First Owner,8,220,Bajaj
7106,15000,39637,First Owner,14,180,Bajaj
7107,97000,12184,First Owner,6,500,Royal Enfield
7108,50900,40700,First Owner,5,220,Bajaj
7109,52500,29250,First Owner,5,150,Bajaj
7110,30000,14252,First Owner,8,100,Bajaj
7111,61000,25961,First Owner,4,150,Yamaha
7114,69500,15000,First Owner,3,160,Bajaj
7115,9000,69000,Second Owner,17,100,Hero
7116,106000,390,First Owner,3,200,Bajaj
7117,35000,40588,First Owner,7,150,Bajaj
7118,110000,8117,First Owner,3,150,Yamaha
7119,65000,8800,Third Owner,4,200,TVS
7120,75000,19000,First Owner,3,160,TVS
7121,44000,25000,First Owner,6,150,Bajaj
7122,80800,20513,First Owner,10,350,Royal Enfield
7123,55000,28864,Third Owner,8,150,Yamaha
7124,33200,21000,Second Owner,5,100,Hero
7133,150000,8800,First Owner,3,350,Royal Enfield
7134,110000,22000,First Owner,4,350,Royal Enfield
7135,34000,26110,First Owner,8,220,Bajaj
7136,67000,24063,First Owner,3,160,Honda
7137,132000,3467,First Owner,6,350,Royal Enfield
7146,65000,25708,First Owner,8,250,Honda
7147,25700,50000,First Owner,10,160,TVS
7148,130000,3500,First Owner,3,350,Royal Enfield
7149,99000,13431,First Owner,6,350,Royal Enfield
7150,13000,10000,First Owner,13,125,Bajaj
7151,35000,11211,First Owner,4,100,Hero
7152,62000,27813,First Owner,11,350,Royal Enfield
7153,130000,61000,First Owner,7,390,KTM
7154,44000,7230,First Owner,7,200,Bajaj
7155,40000,80402,First Owner,9,200,Bajaj
7157,62000,21734,First Owner,9,150,Yamaha
7158,125000,12800,First Owner,3,350,Royal Enfield
7170,170200,7123,First Owner,3,200,KTM
7171,69600,21000,First Owner,5,150,Suzuki
7172,90000,17000,First Owner,7,350,Royal Enfield
7173,64000,20094,First Owner,6,220,Bajaj
7174,150900,1200,First Owner,3,410,Royal Enfield
7175,15000,85086,First Owner,14,160,TVS
7176,25000,67503,Third Owner,15,150,Honda
7177,36000,20199,First Owner,7,150,Yamaha
7178,70000,30000,First Owner,5,160,Honda
7179,46000,28176,First Owner,7,150,Yamaha
7180,35000,46448,First Owner,6,100,Hero
7181,39000,20273,First Owner,4,100,Bajaj
7182,60000,6457,First Owner,4,220,Bajaj
7200,16000,25000,First Owner,12,125,Bajaj
7201,53000,29800,First Owner,4,180,TVS
7206,75000,16000,First Owner,6,200,Bajaj
7207,150000,32267,First Owner,5,390,KTM
7208,15000,70347,First Owner,13,125,Honda
7209,120000,2876,First Owner,5,350,Royal Enfield
7210,78500,10000,First Owner,6,200,Bajaj
7211,49500,20000,Second Owner,4,160,TVS
7212,189400,8000,First Owner,3,310,TVS
7213,154000,301,First Owner,3,500,Royal Enfield
7214,35800,25000,First Owner,7,150,Hero
7215,121000,9494,First Owner,6,500,Royal Enfield
7216,49000,6000,First Owner,8,220,Bajaj
7217,70000,43241,First Owner,6,150,Yamaha
7218,65000,14391,Second Owner,4,150,Yamaha
7219,118000,12000,First Owner,5,200,Bajaj
7220,75000,8500,First Owner,4,200,TVS
7221,45612,36000,First Owner,7,150,Yamaha
7222,30500,21000,Second Owner,8,150,Yamaha
7223,80000,48898,First Owner,7,500,Royal Enfield
7224,130000,19200,Second Owner,5,500,Royal Enfield
7225,22000,45000,First Owner,10,135,Bajaj
7231,170000,7000,First Owner,3,390,KTM
7232,80000,29850,First Owner,7,350,Royal Enfield
7233,65000,26925,First Owner,5,150,Yamaha
7234,20000,28090,First Owner,9,125,Honda
7235,60000,74,First Owner,1,110,Honda
7236,30000,59217,First Owner,5,150,Bajaj
7237,52000,7000,First Owner,6,220,Bajaj
7238,15000,54246,Second Owner,11,125,Honda
7239,12000,42083,First Owner,13,150,Bajaj
7240,53000,2505,First Owner,2,110,Honda
7241,55000,2505,First Owner,2,110,Honda
7242,25000,32162,Second Owner,10,100,Hero
7243,70000,25000,First Owner,7,350,Royal Enfield
7244,120000,34000,First Owner,6,500,Royal Enfield
7245,45000,10000,First Owner,4,110,Honda
7246,65000,8000,First Owner,3,110,Honda
7247,49990,46000,First Owner,7,220,Bajaj
7248,30000,70000,Second Owner,7,150,Yamaha
7250,146000,14000,First Owner,5,410,Royal Enfield
7251,149000,6600,First Owner,3,350,Royal Enfield
7256,23000,17122,First Owner,8,100,Hero
7257,24000,17540,First Owner,8,150,Bajaj
7258,24000,21990,First Owner,7,100,Hero
7259,24000,15451,First Owner,8,100,Hero
7260,24000,17980,First Owner,6,100,Hero
7261,24000,14244,First Owner,7,100,Hero
7262,14000,21007,First Owner,9,150,Yamaha
7263,25000,11332,First Owner,6,100,Hero
7264,25000,10721,First Owner,6,100,Hero
7265,25000,3192,First Owner,7,100,Hero
7266,26000,30489,First Owner,6,100,Hero
7267,87000,21000,First Owner,6,350,Royal Enfield
7268,195200,2503,First Owner,3,310,TVS
7269,45000,17000,First Owner,5,125,Honda
7270,19000,80828,First Owner,11,150,Bajaj
7271,70000,6135,First Owner,3,220,Bajaj
7272,38500,4877,First Owner,2,100,Bajaj
7273,32000,35466,First Owner,5,150,Bajaj
7274,75000,16135,First Owner,6,350,Royal Enfield
7275,30000,16217,First Owner,5,100,Hero
7276,46000,14788,First Owner,3,150,Bajaj
7277,17000,31214,First Owner,10,150,Hero
7278,80000,16298,First Owner,5,150,Bajaj
7279,29000,28619,First Owner,8,125,Honda
7280,120000,38000,First Owner,6,390,KTM
7281,75000,23085,First Owner,5,150,Yamaha
7282,100000,26098,First Owner,6,500,Royal Enfield
7283,75000,41000,First Owner,9,350,Royal Enfield
7284,16500,22457,First Owner,8,110,Yamaha
7285,148000,10805,First Owner,4,400,Bajaj
7286,130000,96046,First Owner,4,350,Royal Enfield
7287,75000,29716,First Owner,11,350,Royal Enfield
7288,23000,32500,Second Owner,11,160,TVS
7289,115000,38813,First Owner,4,400,Bajaj
7290,65000,38057,First Owner,7,150,Yamaha
7291,41000,26528,Third Owner,5,160,TVS
7292,175000,6078,First Owner,3,200,KTM
7293,162000,8000,First Owner,6,390,KTM
7294,133500,1608,First Owner,2,350,Royal Enfield
7295,67000,21963,First Owner,4,180,TVS
7296,185000,3004,First Owner,4,500,Royal Enfield
7297,80000,38430,First Owner,10,350,Royal Enfield
7298,83000,35678,First Owner,8,350,Royal Enfield
7299,26000,37469,First Owner,10,220,Bajaj
7300,44000,14107,First Owner,4,150,Bajaj
7301,35000,50000,First Owner,8,150,Hero
7302,21000,55000,First Owner,8,125,Yamaha
7303,24000,14500,First Owner,12,220,Bajaj
7304,41000,25943,First Owner,5,180,TVS
7305,18500,19492,First Owner,10,100,Hero
7306,36000,21578,First Owner,6,180,TVS
7307,17800,21587,First Owner,7,110,Mahindra
7308,25000,15775,First Owner,5,125,Yamaha
7309,145000,9500,First Owner,2,150,Yamaha
7310,63000,9999,First Owner,3,160,TVS
7311,70000,207102,First Owner,2,180,TVS
7312,10000,29825,Second Owner,11,150,Honda
7313,52000,12600,First Owner,4,160,Honda
7314,18000,35550,First Owner,11,100,Hero
7315,23500,19720,First Owner,6,125,Yamaha
7316,103000,19339,First Owner,5,350,Royal Enfield
7317,135000,22000,First Owner,5,500,Royal Enfield
7318,89300,17300,First Owner,6,200,Bajaj
7319,43800,6500,First Owner,6,150,Suzuki
7320,20000,10649,First Owner,6,100,TVS
7340,95000,20241,First Owner,6,350,Royal Enfield
7341,175000,23500,First Owner,5,390,KTM
7342,150000,27356,First Owner,3,350,Royal Enfield
7343,38700,40000,First Owner,5,150,Suzuki
7344,18000,31000,First Owner,8,110,Honda
7345,105000,1543,First Owner,5,350,Royal Enfield
7346,43000,33807,Second Owner,7,220,Bajaj
7347,45000,23481,First Owner,5,180,TVS
7348,836000,7224,First Owner,2,797,Ducati
7351,446200,2500,Second Owner,4,650,Hyosung
7352,55000,4779,First Owner,11,350,Royal Enfield
7353,74200,6300,First Owner,3,180,TVS
7354,60000,10121,First Owner,2,150,Bajaj
7355,21666,19075,First Owner,7,100,Bajaj
7356,22000,86845,First Owner,13,150,Bajaj
7357,45000,33000,First Owner,10,150,Yamaha
7358,45000,27000,First Owner,9,220,Bajaj
7359,90000,25000,First Owner,7,350,Royal Enfield
7360,51000,12668,First Owner,8,150,Yamaha
7361,28000,11131,First Owner,4,100,Bajaj
7362,31500,14267,First Owner,5,100,Bajaj
7363,16500,67731,First Owner,10,100,Hero
7364,70000,12266,First Owner,3,150,Suzuki
7365,23000,28870,First Owner,9,100,Hero
7366,33000,18643,First Owner,5,100,Hero
7367,32000,22844,First Owner,8,100,Hero
7368,20000,34304,First Owner,11,220,Bajaj
7369,38000,21822,First Owner,6,125,Honda
7370,21000,19774,First Owner,9,100,Hero
7371,27000,22115,First Owner,3,100,Bajaj
7372,21000,17210,First Owner,9,100,Hero
7373,21000,16057,First Owner,8,100,Hero
7374,35000,18303,First Owner,3,100,Hero
7375,33000,14244,First Owner,5,150,Honda
7376,41000,15880,Third Owner,5,160,TVS
7377,65000,10906,Second Owner,3,160,TVS
7378,76000,23885,First Owner,3,220,Bajaj
7379,38000,20000,First Owner,6,100,Hero
7380,18000,35778,First Owner,11,100,Hero
7381,46000,11309,First Owner,2,100,Hero
7382,32000,23060,First Owner,4,110,Honda
7383,48000,52904,First Owner,14,350,Royal Enfield
7384,53500,21890,First Owner,8,200,Bajaj
7385,30000,51000,First Owner,9,125,Honda
7386,47000,24580,First Owner,5,150,Bajaj
7387,19000,25794,First Owner,7,125,Yamaha
7388,42000,52000,Second Owner,7,223,Hero
7389,41900,20000,First Owner,7,160,TVS
7390,33000,12000,First Owner,4,100,Hero
7427,23400,25000,First Owner,11,223,Hero
7428,67500,35000,Second Owner,9,200,KTM
7429,70000,9900,First Owner,5,220,Bajaj
7430,60000,12000,First Owner,5,220,Bajaj
7431,170000,210,First Owner,8,650,Hyosung
7432,14500,43000,Second Owner,9,125,Honda
7434,50000,29800,First Owner,7,150,Yamaha
7443,89700,26000,First Owner,6,350,Royal Enfield
7444,80600,26000,Second Owner,7,350,Royal Enfield
7445,97942,8979,First Owner,6,350,Royal Enfield
7454,27000,46006,Second Owner,10,150,Yamaha
7455,25000,28000,First Owner,12,180,Bajaj
7456,42200,57000,First Owner,7,200,Bajaj
7457,95000,13452,First Owner,6,350,Royal Enfield
7458,34850,75838,First Owner,6,150,Honda
7459,34918,60055,First Owner,5,150,Bajaj
7460,60000,15500,First Owner,5,150,Yamaha
7462,273200,12000,First Owner,7,650,Hyosung
7463,350000,21000,Second Owner,7,750,Harley-Davidson
7464,160000,8298,First Owner,3,400,Bajaj
7465,27333,26000,First Owner,6,100,Hero
7466,46000,37000,First Owner,5,150,Bajaj
7467,100000,80000,Second Owner,41,250,Ideal
7468,11000,65000,First Owner,10,100,Hero
7469,40000,44000,First Owner,5,150,Yamaha
7470,41000,6168,First Owner,5,150,Yamaha
7471,32000,40828,First Owner,6,150,Yamaha
7472,33000,13007,Second Owner,6,150,Yamaha
7473,24000,28000,First Owner,7,100,Bajaj
7474,340000,13900,Second Owner,7,750,Harley-Davidson
7475,39000,7005,First Owner,6,100,Hero
7476,250000,45000,First Owner,5,320,Yamaha
7477,254581,19100,First Owner,4,320,Yamaha
7478,40000,37000,First Owner,7,150,Yamaha
7479,14500,35000,First Owner,12,110,TVS
7480,20000,50000,First Owner,8,100,Hero
7481,1149000,9875,First Owner,6,1300,Suzuki
7482,44300,9600,First Owner,6,150,Bajaj
7483,23000,36301,First Owner,13,135,Bajaj
7484,29000,12653,First Owner,7,150,Hero
7485,139300,5400,First Owner,5,350,Royal Enfield
7486,12500,53700,Second Owner,16,150,Bajaj
7487,15000,34997,First Owner,11,150,Bajaj
7488,55000,8200,First Owner,5,150,Bajaj
7489,109999,8821,First Owner,7,500,Royal Enfield
7490,52000,13551,First Owner,4,150,Bajaj
7491,125000,7292,First Owner,4,350,Royal Enfield
7492,20000,43750,Second Owner,13,220,Bajaj
7493,19000,41999,First Owner,8,135,Bajaj
7495,12000,35609,First Owner,7,125,Bajaj
7496,170000,18140,First Owner,3,500,Royal Enfield
7497,70500,8152,First Owner,3,160,Honda
7498,13500,48763,First Owner,10,110,Honda
7499,13000,28954,First Owner,9,125,Bajaj
7500,27000,41153,First Owner,6,125,Hero
7501,65000,7024,First Owner,3,160,TVS
7502,80000,2100,First Owner,5,150,Yamaha
7503,235000,1100,First Owner,4,390,KTM
7504,67500,10000,First Owner,3,160,Honda
7508,42273,44696,Second Owner,8,200,Bajaj
7509,35800,13574,First Owner,9,150,Yamaha
7510,35000,43399,Second Owner,6,150,Suzuki
7511,26000,18000,First Owner,9,100,Hero
7512,525000,6000,First Owner,4,750,Harley-Davidson
7513,145000,19000,First Owner,7,250,Hyosung
7514,195000,11000,First Owner,5,300,Benelli
7515,250000,11400,First Owner,5,300,Benelli
7516,26000,27000,First Owner,7,125,Bajaj
7520,13000,28881,First Owner,13,180,Bajaj
7521,50600,8000,First Owner,4,150,Yamaha
7523,75000,20500,First Owner,7,250,Honda
7525,17500,42852,First Owner,6,100,Bajaj
7526,59000,21952,First Owner,3,150,Honda
7527,38000,8000,First Owner,7,150,Yamaha
7528,138000,1038,First Owner,3,400,Bajaj
7531,33000,5900,First Owner,5,150,Bajaj
7532,110000,5500,First Owner,3,150,Yamaha
7533,40000,42966,First Owner,7,150,Yamaha
7534,30000,47000,First Owner,9,125,Honda
7535,80000,30900,Second Owner,9,250,Honda
7536,50000,44811,First Owner,10,250,Honda
7537,45000,34900,First Owner,7,150,Yamaha
7538,200000,15000,First Owner,5,300,Benelli
7542,15000,80000,First Owner,11,100,Hero
7543,49000,13959,First Owner,4,150,Yamaha
7544,55000,19400,First Owner,5,160,TVS
7545,45000,33247,First Owner,7,200,Bajaj
7547,125000,7530,First Owner,5,350,Royal Enfield
7548,12000,65536,First Owner,12,100,Bajaj
7549,21500,26542,First Owner,14,100,Bajaj
7550,120000,45000,First Owner,4,350,Royal Enfield
7551,48000,22500,First Owner,4,125,Honda
7553,29000,51106,First Owner,9,220,Bajaj
7557,15000,48000,Second Owner,8,125,Honda
7558,170000,3500,First Owner,4,250,KTM
7561,150000,12500,First Owner,4,250,KTM
7563,37000,42,First Owner,8,125,Bajaj
7564,30000,16900,First Owner,8,100,Hero
7565,38000,8962,First Owner,5,100,Hero
7566,45000,34000,First Owner,9,150,Yamaha
7567,15000,15000,First Owner,16,160,Hero
7568,51000,22000,First Owner,6,160,Honda
7569,23490,39000,First Owner,9,125,Bajaj
7570,23000,10009,First Owner,7,125,Hero
7573,106000,6200,First Owner,4,350,Royal Enfield
7574,11000,53254,First Owner,15,150,Honda
7575,74500,14934,First Owner,5,350,Royal Enfield
7576,333333,16000,First Owner,5,650,Kawasaki
7578,20000,59516,First Owner,9,125,Honda
7582,26799,45000,First Owner,8,100,Bajaj
7583,160000,11689,First Owner,3,350,Royal Enfield
7584,24000,20375,First Owner,6,100,Hero
7585,23000,18000,First Owner,6,125,Hero
7586,655000,5034,First Owner,4,797,Ducati
7587,380000,31000,First Owner,9,796,Ducati
7588,34154,33500,Second Owner,7,223,Hero
7589,125000,21000,Second Owner,6,535,Royal Enfield
7590,105000,7684,First Owner,2,200,Bajaj
7591,65000,26454,First Owner,3,180,TVS
7592,127600,12888,First Owner,4,200,KTM
7593,32000,10909,First Owner,5,110,Honda
7594,10000,1223,First Owner,13,150,Bajaj
7595,1070500,289,First Owner,3,959,Ducati
7596,72500,10000,First Owner,8,200,KTM
7597,260000,11000,First Owner,3,310,BMW
7598,22500,80000,First Owner,7,150,Yamaha
7599,25000,13382,Second Owner,10,150,Yamaha
7600,170000,3822,First Owner,3,250,KTM
7601,25000,22917,First Owner,9,150,Yamaha
7602,26000,37000,First Owner,9,150,Yamaha
7603,28000,566931,First Owner,5,150,Yamaha
7604,134700,5550,First Owner,5,390,KTM
7605,425000,4800,Second Owner,4,650,Kawasaki
7606,45000,41230,First Owner,6,160,Honda
7607,18900,38000,First Owner,11,135,Bajaj
7608,65000,36000,First Owner,6,200,Bajaj
7609,29000,25000,First Owner,11,100,Hero
7610,7000,80000,Third Owner,15,150,Bajaj
7611,8000,49730,Second Owner,11,100,TVS
7612,8100,49730,First Owner,11,100,TVS
7614,20000,16764,First Owner,9,100,Hero
7615,76200,18300,First Owner,7,150,Honda
7616,23000,42500,First Owner,13,100,Bajaj
7617,46000,17407,Second Owner,9,150,Honda
7618,250000,7600,Third Owner,5,750,Harley-Davidson
7619,22000,35000,Second Owner,11,135,Bajaj
7620,35000,11246,First Owner,5,125,Honda
7621,699000,9000,Third Owner,5,675,Triumph
7623,37500,20511,First Owner,5,100,Hero
7624,121700,10500,First Owner,3,150,Yamaha
7625,108000,11270,First Owner,5,200,Bajaj
7626,15344,71943,Third Owner,12,150,Bajaj
7627,70000,11000,First Owner,3,220,Bajaj
7630,530000,22800,First Owner,4,600,Benelli
7631,21000,11374,First Owner,11,150,Bajaj
7632,20000,81260,First Owner,8,100,Hero
7633,18000,750000,First Owner,10,100,Hero
7634,73000,6041,First Owner,4,200,Bajaj
7637,90000,20000,First Owner,9,200,KTM
7646,55000,32000,Third Owner,9,200,KTM
7649,18000,34860,First Owner,6,125,TVS
7650,478000,1234,First Owner,3,650,Kawasaki
7651,48000,63371,First Owner,8,150,Yamaha
7652,75000,28000,First Owner,7,150,Yamaha
7653,62000,14490,First Owner,8,150,Yamaha
7656,33700,54250,First Owner,8,220,Bajaj
7657,20000,45000,First Owner,11,200,Bajaj
7658,120000,28000,First Owner,6,350,Royal Enfield
7659,15500,21814,First Owner,7,135,Bajaj
7660,12200,58000,First Owner,10,100,TVS
7661,65000,26592,First Owner,4,220,Bajaj
7662,29000,26434,Second Owner,11,135,Bajaj
7663,24000,24527,First Owner,13,100,Hero
7664,36000,35000,First Owner,5,100,Hero
7665,32000,52500,First Owner,7,110,Hero
7666,33000,27629,First Owner,10,150,Yamaha
7667,25000,25000,First Owner,12,200,Bajaj
7668,135000,7582,First Owner,4,535,Royal Enfield
7669,67300,13000,First Owner,4,160,Honda
7670,950000,6898,First Owner,6,800,MV
7671,1550000,9800,Second Owner,6,1000,Yamaha
7672,32000,23000,First Owner,3,100,TVS
7673,33000,24000,First Owner,10,150,Yamaha
7674,44000,25220,First Owner,8,150,Yamaha
7675,67000,47493,First Owner,4,160,Honda
7676,58000,24220,First Owner,5,220,Bajaj
7677,58000,54500,First Owner,7,200,Bajaj
7678,58000,18200,First Owner,5,150,Yamaha
7679,59000,4258,First Owner,4,150,Suzuki
7680,40000,42000,First Owner,13,223,Hero
7690,56000,34721,First Owner,9,150,Yamaha
7691,25000,21000,First Owner,11,100,Hero
7693,116200,6000,First Owner,3,350,Royal Enfield
7694,215000,417,First Owner,2,500,Royal Enfield
7695,55000,47042,First Owner,5,220,Bajaj
7696,68000,4961,First Owner,4,150,Suzuki
7697,105000,4268,First Owner,2,200,Bajaj
7698,100000,12100,First Owner,10,500,Royal Enfield
7699,96000,7794,First Owner,7,350,Royal Enfield
7700,85000,9537,Second Owner,4,350,Royal Enfield
7701,28000,15234,First Owner,9,180,Bajaj
7702,50000,2000,First Owner,5,220,Bajaj
7703,37000,13919,First Owner,7,125,Honda
7704,83000,5578,First Owner,6,220,Bajaj
7705,35000,36845,First Owner,10,150,Yamaha
7707,140000,4832,First Owner,4,410,Royal Enfield
7708,105000,25000,First Owner,7,350,Royal Enfield
7709,34000,40000,First Owner,9,100,Hero
7710,72000,7500,First Owner,4,150,Yamaha
7711,50000,10100,First Owner,8,150,Bajaj
7712,31599,19111,First Owner,8,100,TVS
7713,56000,27350,First Owner,6,220,Bajaj
7714,103000,14400,First Owner,6,350,Royal Enfield
7715,125000,13000,First Owner,5,200,KTM
7716,100000,30000,First Owner,7,350,Royal Enfield
7717,68000,11100,First Owner,5,160,Honda
7718,110000,5655,First Owner,5,200,Bajaj
7719,23600,37500,First Owner,11,100,Hero
7720,26000,43000,First Owner,7,125,Bajaj
7721,52000,25000,First Owner,7,150,Honda
7722,95000,9000,First Owner,8,350,Royal Enfield
7723,70000,20775,First Owner,5,220,Bajaj
7724,50000,17000,First Owner,7,150,Honda
7725,15000,40000,First Owner,12,125,Honda
7726,80000,3000,First Owner,4,150,Suzuki
7727,76000,3450,First Owner,4,220,Bajaj
7728,58100,14000,First Owner,5,150,Bajaj
7729,20000,5792,First Owner,8,125,Hero
7730,75000,17475,First Owner,4,160,Honda
7731,48000,17746,First Owner,5,160,TVS
7732,85000,21977,First Owner,7,350,Royal Enfield
7733,350000,30000,First Owner,9,883,Harley-Davidson
7734,28000,31288,First Owner,8,110,Hero
7735,39000,1200,First Owner,7,160,TVS
7736,20000,49500,First Owner,10,110,TVS
7737,115000,18832,First Owner,5,350,Royal Enfield
7738,18000,38056,First Owner,10,100,TVS
7739,12800,54000,First Owner,14,150,Hero
7740,23000,46000,First Owner,24,100,Hero
7741,110000,4700,First Owner,6,250,Honda
7742,147000,11000,First Owner,5,350,Royal Enfield
7743,20000,27000,First Owner,9,110,Bajaj
7744,35000,32342,First Owner,9,220,Bajaj
7745,48500,8000,First Owner,5,135,Bajaj
7746,54000,32000,First Owner,7,220,Bajaj
7747,22600,78000,Second Owner,8,110,Hero
7748,67500,1276,First Owner,9,200,Bajaj
7749,17300,29000,First Owner,12,100,Bajaj
7750,35000,23000,First Owner,6,110,Hero
7751,33000,18000,First Owner,5,100,Hero
7752,52000,38943,First Owner,6,220,Bajaj
7753,32000,13500,First Owner,7,100,Hero
7754,149600,24000,First Owner,6,390,KTM
7755,130000,24000,First Owner,4,350,Royal Enfield
7756,46000,33000,First Owner,10,150,Yamaha
7757,100000,9000,First Owner,4,150,Yamaha
7758,25000,21250,First Owner,9,100,Hero
7759,14500,17999,Third Owner,15,100,Hero
7760,39000,22000,First Owner,4,100,Hero
7761,30000,6639,First Owner,9,180,TVS
7762,60000,20373,First Owner,6,220,Bajaj
7763,15600,84186,First Owner,16,125,Hero
7764,22000,60857,First Owner,13,150,Bajaj
7765,35000,40000,First Owner,12,220,Bajaj
7766,52000,24000,First Owner,7,150,Suzuki
7767,41000,10000,First Owner,5,110,Honda
7768,38000,53000,First Owner,9,150,Hero
7769,80000,10000,First Owner,7,220,Bajaj
7770,110000,33800,First Owner,6,350,Royal Enfield
7771,160000,25000,First Owner,6,500,Royal Enfield
7772,41500,59154,First Owner,5,100,Hero
7773,40000,27875,First Owner,12,200,Bajaj
7774,140000,22000,First Owner,5,350,Royal Enfield
7775,42000,10883,First Owner,5,100,Hero
7776,78000,6400,First Owner,4,180,TVS
7777,26000,23236,First Owner,12,100,Hero
7778,77000,19820,First Owner,6,220,Bajaj
7779,28000,66000,First Owner,11,150,Hero
7780,18000,40266,First Owner,11,125,Honda
7781,53000,15000,First Owner,7,220,Bajaj
7782,85000,14000,First Owner,8,350,Royal Enfield
7783,14200,55200,First Owner,16,150,Bajaj
7784,175000,2200,First Owner,4,500,Royal Enfield
7785,140000,19631,Second Owner,4,400,Bajaj
7786,80000,22271,First Owner,6,200,Bajaj
7787,65000,15000,First Owner,14,350,Royal Enfield
7788,45000,27000,First Owner,6,160,Honda
7789,18000,57000,First Owner,16,223,Hero
7790,10000,47000,First Owner,18,150,Bajaj
